ITEM_ID,PRICE,CATEGORY_L1,CATEGORY_L2,PRODUCT_NAME,PRODUCT_DESCRIPTION,GENDER,PROMOTED
41ab23ce-b417-46b2-a52a-bf7030f93161,49.99,accessories,backpack,Blush Harmony Backpack,"Elevate your everyday style with our Blush Harmony Backpack. This chic, pastel-toned accessory seamlessly blends form and function, featuring a spacious main compartment and adjustable straps for comfort. The soft, textured fabric in a delicate pink hue complements any outfit, making it the perfect companion for work, school, or weekend adventures.",F,nan
b438ff91-d7cc-461b-b7fb-951d195e32bb,189.99,accessories,backpack,Owl Eyes Designer Handbag,"This whimsical and stylish handbag features a charming owl-inspired design with large, circular eyes on the flap. The navy blue body is adorned with tan stitching in a playful pattern, creating a perfect blend of fun and sophistication. A golden chain and lock detail adds a touch of elegance to this unique accessory.",F,True
d2d5b3ba-8e15-4161-b50a-e56869e20eb2,189.99,accessories,backpack,TrekMaster Pro Hiking Backpack,"Conquer the trails with the TrekMaster Pro Hiking Backpack. This innovative pack features a unique geometric design that's both stylish and functional, offering superior weight distribution and weatherproofing. The red and black color scheme ensures you stand out on any outdoor adventure.",M,nan
bb7d8938-2183-4556-a6af-c3761c094711,79.99,accessories,backpack,Sunshine Voyager Canvas Backpack,"Brighten up your adventures with our vibrant Sunshine Voyager Canvas Backpack. This eye-catching mustard yellow pack features durable canvas construction and stylish brown leather straps, perfect for both urban explorers and outdoor enthusiasts. With its spacious interior and secure buckle closure, it's the ideal companion for your daily commute or weekend getaways.",M,True
ccf64e5d-bee5-438a-99b7-14d8cf33596a,89.99,accessories,backpack,Urban Explorer Waterproof Backpack,"Discover the perfect blend of style and functionality with our Urban Explorer Waterproof Backpack. This sleek, charcoal-grey bag is designed to complement any outfit while protecting your valuables from the elements. Its durable, water-resistant exterior pairs beautifully with the warm, terracotta-colored clothing seen in the image, making it an ideal accessory for the fashion-forward urban adventurer.",M,nan
77165ec4-e965-47b2-adbc-5d0e519c00ed,89.99,accessories,backpack,Sunset Camo Adventure Backpack,"Embrace the explorer within with our Sunset Camo Adventure Backpack. This rugged yet stylish bag features a unique camouflage pattern in muted grays, perfect for blending urban style with outdoor functionality. Designed for the modern adventurer, it offers ample storage for all your essentials while you trek from city streets to sandy shores.",M,True
a6d169a8-4d21-4cb3-b04a-ba3c978b6009,129.99,accessories,backpack,Adventure Seeker Hiking Backpack,"Embark on your next outdoor journey with our Adventure Seeker Hiking Backpack. This rugged, two-tone backpack combines style and functionality, featuring a spacious green-gray main compartment and vibrant orange accents. Designed for comfort and durability, it's perfect for trekking through mountain landscapes or tackling challenging trails.",M,nan
2c27752b-8194-489f-96fa-be356fd811e0,89.99,accessories,backpack,Adventurer's Waterproof Backpack,"This rugged, olive-green backpack is the ultimate companion for outdoor enthusiasts. Featuring a sleek design with multiple compartments and a secure clasp, it's perfect for hiking, camping, or urban exploration. The water-resistant material ensures your belongings stay dry in any weather.",M,nan
84d6c26d-9760-49d8-854b-0a22becd8241,59.99,accessories,backpack,Voyager's Compass Backpack,"Embark on your next adventure with the Voyager's Compass Backpack. This sleek, gray backpack combines style and functionality, perfect for both urban explorers and seaside wanderers. With multiple compartments and durable construction, it's designed to carry all your essentials while complementing your casual attire.",M,nan
f95a0ee3-8ab6-4061-bef2-3578c6b5b7f0,79.99,accessories,backpack,Sleek Urban Explorer Backpack,"Discover the perfect blend of style and functionality with our Sleek Urban Explorer Backpack. This jet-black, compact design effortlessly complements any outfit, from casual wear to business attire. With multiple compartments and a padded laptop sleeve, it's ideal for the modern professional or student on the go.",M,nan
01b24cde-af53-4629-b7f0-0965f795b870,59.99,accessories,backpack,Sunburst Adventure Backpack,"Embrace your wanderlust with our Sunburst Adventure Backpack. This vibrant yellow canvas rucksack features sturdy leather straps, multiple pockets, and charming decorative pins. Perfect for both urban explorers and nature enthusiasts, it combines style with practicality for all your daily adventures.",M,nan
d062cb1b-09de-4b7f-bfd3-b0136c87266b,89.99,accessories,backpack,Tactical Explorer Backpack,"Gear up for your next adventure with our rugged Tactical Explorer Backpack. This durable, sand-colored pack features multiple compartments, adjustable straps, and MOLLE webbing for customizable storage. Whether you're hiking through rough terrain or navigating urban jungles, this versatile backpack has you covered.",M,nan
f9a481fc-b635-416b-83da-ea944f206a6d,89.99,accessories,backpack,Urban Explorer Backpack,"Sleek navy backpack with leather accents, perfect for the modern adventurer. Features multiple compartments and a sturdy design, complementing the vibrant yellow jacket it's paired with. Ideal for daily commutes or weekend getaways.",M,nan
b78718ce-5f0a-4f39-8eb0-56de026b4870,129.99,accessories,backpack,Adventure Pro Photography Backpack,"The Adventure Pro Photography Backpack combines rugged durability with sleek design. This black and orange backpack features multiple compartments, secure straps, and a built-in tripod holder, perfect for outdoor photographers. Its weather-resistant material ensures your gear stays protected in any environment.",M,nan
95a38ced-a972-4e9f-b54d-fbd109ad956e,79.99,accessories,backpack,Vintage Explorer's Canvas Backpack,"Embark on your next adventure with our rugged Vintage Explorer's Canvas Backpack. This military-inspired rucksack features durable olive canvas construction, multiple pockets for organization, and sturdy metal hardware. Perfect for outdoor enthusiasts and urban explorers alike.",M,nan
437f3c6b-5fe6-4af0-9db6-ff3a0f44f585,189.99,accessories,backpack,Vintage Explorer Canvas Leather Backpack,This rugged and stylish Vintage Explorer backpack combines durable canvas with premium leather for a timeless look. The dark green canvas top and rich brown leather base offer both functionality and sophistication. Perfect for urban adventures or weekend getaways.,M,nan
fdf9d37f-2115-4004-99f2-0d56f8e5d016,189.99,accessories,backpack,Rustic Leather Messenger Satchel,"Embrace timeless style with our Rustic Leather Messenger Satchel. Handcrafted from premium cognac leather, this bag features sturdy straps and brass hardware for durability. Perfect for the modern professional or adventurer, it seamlessly blends rugged charm with practical functionality.",M,nan
b535e4ad-3f3c-4b05-9715-9dc7077239de,34.99,accessories,backpack,Whimsical Wonder Kids Backpack,"Spark joy in your little one's school day with our Whimsical Wonder Kids Backpack. This adorable light blue backpack features playful cartoon eyes and pineapple prints, perfect for adding a dash of fun to any outfit. With its compact size and durable fabric, it's an ideal companion for preschoolers and early elementary students.",Any,True
2cc89e77-685d-423c-80a9-82e07ea13b7c,79.99,accessories,backpack,Adventure-Ready Rugged Backpack,"Gear up for your next outdoor expedition with our Adventure-Ready Rugged Backpack. This durable, water-resistant pack features multiple compartments, including a convenient side pocket for your water bottle. Its sleek charcoal design and sturdy construction make it perfect for hikers, campers, and urban explorers alike.",Any,True
5c010bac-31a6-4ff3-9557-2f5e20b509cc,129.99,accessories,backpack,Rustic Leather Daypack,"Elevate your everyday style with our Rustic Leather Daypack. Crafted from premium, supple leather in a rich brown hue, this backpack offers a perfect blend of fashion and function. Its minimalist design features two convenient zippered compartments, ideal for organizing your essentials with ease.",Any,nan
81bde330-051f-4db6-96c7-886dda3171b3,79.99,accessories,backpack,Vintage Explorer Canvas Messenger Bag,"Embark on your daily adventures with our Vintage Explorer Canvas Messenger Bag. This rugged yet stylish brown canvas bag features a classic design with brass hardware, perfect for the modern urban explorer. Its spacious interior and adjustable strap ensure comfort and practicality for all your essentials.",Any,nan
6819350e-987d-4b87-9132-6aa5ca256e9d,129.99,accessories,backpack,Caramel Dream Leather Backpack,"Elevate your everyday style with our Caramel Dream Leather Backpack. This soft, supple leather bag features a sleek design perfect for the modern, on-the-go individual. Its warm caramel hue complements any outfit, while the spacious interior ensures you can carry all your essentials in style.",Any,nan
3cd33786-a655-407f-b22f-c4150b1e529e,129.99,accessories,backpack,Alpine Explorer Backpack,"Conquer the winter wilderness with our rugged Alpine Explorer Backpack. This teal beauty combines style and functionality, featuring durable water-resistant material and adjustable straps for ultimate comfort. Perfect for ski trips, snowboarding adventures, or winter hikes.",Any,nan
a3ad25e8-c9c3-459a-a853-c26a0ad837eb,89.99,accessories,backpack,Graffiti Urban Messenger Bag,"This sleek messenger bag combines urban style with practical functionality. Featuring a bold graffiti-inspired print on durable fabric, it offers ample storage with multiple compartments. The adjustable strap ensures comfort for city explorers and commuters alike.",Any,True
90946422-31ea-4dd1-8651-a9e3a122bcf6,59.99,accessories,backpack,Urban Stealth Backpack,"Sleek and versatile, this all-black backpack is the perfect urban companion. Its minimalist design features multiple compartments for organized storage, while the durable material ensures longevity. Whether for daily commutes or weekend adventures, this backpack combines style and functionality.",Any,nan
d9d3351f-1fdb-4ba7-b757-55f18a1a2dc0,59.99,accessories,backpack,Urban Graffiti Question Backpack,"Stand out from the crowd with our Urban Graffiti Question Backpack. This unique accessory features a bold, street-inspired design with partial text and a striking question mark, perfect for the curious and adventurous. The clean white base contrasts beautifully with the edgy black lettering and subtle pink accents, making it a true conversation starter.",Any,True
0d748c4b-8fae-47e7-80f5-bfbae8c4c2f1,79.99,accessories,backpack,Sleek Urban Explorer Backpack,"This sophisticated navy backpack is the perfect companion for the modern city dweller. Its minimalist design features a smooth, water-resistant exterior and a spacious main compartment, ideal for carrying daily essentials. The ergonomic shoulder straps ensure comfort during long commutes or weekend adventures.",Any,True
d0062fa5-02b3-4c94-be9f-2fdafa7cde2d,79.99,accessories,backpack,Urban Explorer Roll-Top Backpack,"This sleek, white roll-top backpack is the perfect blend of style and functionality for the modern urban adventurer. Featuring a durable waterproof exterior, secure buckle closure, and a contrasting black zippered pocket, it's designed to keep your belongings safe while making a bold fashion statement. The pop of orange detailing adds a trendy touch to this versatile carry-all.",Any,nan
8b93bc57-62ca-4c6f-a83a-c527da84f224,189.99,accessories,backpack,Caramel Delight Leather Tote,"Elevate your everyday style with our Caramel Delight Leather Tote. This luxurious bag features buttery-soft leather in a rich caramel hue, perfect for both work and weekend adventures. Its spacious design and sturdy construction ensure both functionality and fashion-forward appeal.",Any,nan
9f6d63f4-6fd0-4c31-89b6-fffd6aedcce2,89.99,accessories,backpack,Urban Explorer Roll-Top Backpack,"Sleek and versatile, this black roll-top backpack is the ultimate urban companion. Featuring a spacious main compartment with a secure roll closure, and a convenient front zip pocket for quick-access items. Its street-smart design blends function with style, perfect for the modern city dweller.",Any,nan
c6f84710-d744-462e-970a-9fdf9352f64b,89.99,accessories,backpack,Vintage Explorer Canvas Backpack,"Embark on your next adventure with our rugged Vintage Explorer Canvas Backpack. Crafted from durable tan canvas with sleek black leather straps, this backpack combines timeless style with practical functionality. Its spacious main compartment and convenient front pocket ensure ample storage for all your essentials, whether you're trekking through nature or navigating urban landscapes.",Any,nan
73d9a14d-0fa0-44ca-b367-e4f9af3986ed,129.99,accessories,backpack,Sleek Urban Explorer Backpack,"This sophisticated black leather backpack is the perfect companion for the modern city dweller. Its sleek design features a spacious main compartment with a secure flap closure, adorned with stylish silver hardware. The backpack stands out against a vibrant tiger-print background, suggesting its ability to complement both bold and understated outfits.",Any,nan
d5999799-b6c1-45cf-8d5a-eaa8406a5409,89.99,accessories,backpack,Alpine Explorer Adventure Backpack,"Embark on your next outdoor journey with the Alpine Explorer Adventure Backpack. This vibrant blue pack features a sleek design with multiple compartments, including a convenient side pocket for your water bottle. Durable and weather-resistant, it's perfect for hikers, travelers, and outdoor enthusiasts seeking both style and functionality.",Any,nan
8325cf2c-2158-4b9b-ab7a-d55e072e9ce6,79.99,accessories,backpack,Urban Explorer Backpack,"Sleek and minimalist, this charcoal gray backpack is the perfect companion for city adventurers. Its spacious design and durable fabric ensure both style and functionality for daily commutes or weekend getaways. The ergonomic straps and padded back panel provide all-day comfort.",Any,True
3efb5bf2-b419-43b9-9b1f-78a6aa6fc2b7,149.99,accessories,bag,Sleek Urban Leather Backpack,"This sophisticated black leather backpack combines style and functionality for the modern urbanite. Featuring a spacious main compartment, convenient front zip pocket, and durable pebbled leather exterior, it's perfect for daily commutes or weekend adventures. The minimalist design ensures it pairs well with any outfit.",F,nan
e0b421f5-481e-4766-847d-474ee9228729,189.99,accessories,bag,Luxe Noir Leather Satchel,"Elevate your style with our Luxe Noir Leather Satchel. This sophisticated black leather bag features a spacious interior, dual carrying handles, and an adjustable shoulder strap for versatile wear. Perfect for the fashion-forward professional or trendsetter.",F,nan
7e06b209-80dc-493d-a8a8-e4e20ffbe63b,49.99,accessories,bag,Nautical Striped Beach Tote,"Embrace seaside chic with our Nautical Striped Beach Tote. This stylish bag features bold blue and white stripes, perfect for carrying all your beach essentials. Crafted with durable canvas and adorned with sleek black straps, it's both fashionable and functional for your coastal adventures.",F,nan
e75111c1-1770-4bfe-aa5f-60b72612e8a9,89.99,accessories,bag,Chic Noir Studded Tote Bag,"Elevate your style with our Chic Noir Studded Tote Bag. This sleek black handbag features eye-catching studded details along its seams, creating a perfect blend of elegance and edge. Its roomy interior and sturdy chain straps make it ideal for both day and night occasions.",F,nan
c1df3910-d085-48d3-8eb1-2225c6b81159,189.99,accessories,bag,Serpentine Chic Crossbody Bag,"Elevate your style with this luxurious crossbody bag featuring a stunning snakeskin pattern. The sleek design combines rich cognac leather with exotic textures, accentuated by a gleaming silver ring clasp. Perfect for both day and night, this versatile accessory adds a touch of wild sophistication to any outfit.",F,nan
1ce4a083-d8cc-49c9-9708-9bc966f478f8,59.99,accessories,bag,Rustic Charm Backpack,"Embrace adventure with our Rustic Charm Backpack in a rich burgundy hue. This spacious canvas rucksack features a classic flap closure with a sleek silver buckle, perfect for both urban explorers and countryside wanderers. Its timeless design pairs effortlessly with casual outfits, making it an ideal companion for day trips or campus life.",F,nan
28c14c06-d947-44d0-96f8-dc2113845e4c,79.99,accessories,bag,Seaside Chic Neoprene Tote,"Elevate your beach style with our Seaside Chic Neoprene Tote. This vibrant blue bag features a perforated design for breathability and stylish gold-toned studs for a touch of glamour. Spacious and lightweight, it's perfect for carrying all your seaside essentials in effortless style.",F,nan
e905caf8-8265-4dbd-9bf3-6c25dedfcc51,24.99,accessories,bag,Eco-Chic Canvas Tote Bag,"Embrace sustainability with our Eco-Chic Canvas Tote Bag. This versatile, light gray carrier features durable fabric and comfortable handles, perfect for daily errands or beach outings. Its minimalist design pairs effortlessly with any outfit, making it a must-have accessory for the environmentally conscious shopper.",F,nan
94a0ad41-8b19-4ecb-b0d7-33704e2d4421,79.99,accessories,bag,Vintage Canvas Messenger Bag,"Embrace timeless style with our Vintage Canvas Messenger Bag. Crafted from durable canvas with luxurious leather accents, this bag combines functionality and classic appeal. Perfect for the modern professional or student, it offers ample space for your essentials while adding a touch of rustic charm to your ensemble.",F,nan
31c2c0cc-5b0a-4773-bf47-4a63125c48a1,89.99,accessories,bag,Tropical Escape Straw Tote Set,"Embrace beach-ready style with our Tropical Escape Straw Tote Set. This chic ensemble features a handwoven straw tote, perfect for carrying all your seaside essentials. Includes a soft, patterned towel and trendy palm-print sandals for the ultimate vacation vibe.",F,nan
c102c29e-ed5a-4b27-b2ec-1a4001e6757e,279.99,accessories,bag,Executive Leather Tote Bag,"Elevate your professional style with our sleek Executive Leather Tote Bag. Crafted from premium black leather, this sophisticated bag features a structured design with ample space for all your essentials. Its elegant silhouette and durable handles make it perfect for the discerning business professional on the go.",M,nan
58c0ca95-b1ff-4cd4-a7c2-2ea2ce714ad4,189.99,accessories,bag,Vintage Voyager Duffel Bag,"The Vintage Voyager Duffel Bag combines timeless style with modern functionality. Crafted from premium tan leather, this spacious weekender offers ample room for all your travel essentials. Its classic design features sturdy handles and a detachable shoulder strap for versatile carrying options.",M,True
4743a2b1-89a1-42c2-bd95-fe6feb8befea,89.99,accessories,bag,Urban Stealth Messenger Bag,"Sleek and discreet, this black messenger bag is the ultimate urban companion. Its streamlined design conceals ample storage space, perfect for the modern professional on the go. Featuring durable materials and smart organization, it seamlessly blends style with functionality.",M,True
78770acc-562f-42a9-89fb-22bf5b6b60a2,189.99,accessories,bag,Vintage Leather Messenger Bag,"Crafted from rich, full-grain leather, this messenger bag exudes timeless elegance. Its warm cognac hue and weathered patina tell a story of adventure, while the spacious design offers practical functionality for the modern professional. Perfect for laptops, books, and daily essentials.",M,nan
55763c45-6051-4fff-ae04-495c0fafa8ff,299.99,accessories,bag,Sunset Voyager Leather Weekender Bag,"Embark on your next adventure with the Sunset Voyager Leather Weekender Bag. This luxurious dark brown leather duffel is captured basking in the golden glow of a sunset on a sandy beach, symbolizing the perfect blend of elegance and wanderlust. Its spacious design and sturdy handles make it ideal for short trips or as a stylish carry-on.",M,nan
fd4829c9-5c51-49a1-ac9f-1d316506a75f,249.99,accessories,bag,Executive Leather Messenger Briefcase,"Elevate your professional style with our Executive Leather Messenger Briefcase. Crafted from premium tan leather, this sleek and sophisticated bag combines timeless design with modern functionality. Featuring multiple compartments and sturdy buckle closures, it's the perfect companion for the discerning business professional.",M,True
cb12324e-4a35-4c97-a5ec-b14424bb1570,289.99,accessories,bag,Vintage Leather Weekender Bag,"Elevate your travel style with this exquisite Vintage Leather Weekender Bag. Crafted from premium, buttery-soft tan leather, this spacious carry-all exudes timeless elegance and practicality. Its sturdy construction and classic design promise to be your faithful companion on short trips or business excursions, aging beautifully with each adventure.",M,nan
2106dc3a-b8b7-4059-bc3e-fe30bc6f0f86,79.99,accessories,bag,Vintage Explorer Messenger Bag,"Embrace adventure with our Vintage Explorer Messenger Bag. This stylish navy and tan canvas bag combines rugged durability with classic charm. Perfect for the urban wanderer or weekend getaway enthusiast, it features ample storage and a timeless design that complements any outfit.",M,nan
5a9e66ed-32c5-461e-a4b0-a56948c3235b,249.99,accessories,bag,Sleek Voyager Leather Weekender Bag,"Embrace sophisticated travel with our Sleek Voyager Leather Weekender Bag. This luxurious duffel features smooth, high-quality leather in a timeless black finish, perfect for the discerning traveler. Its spacious interior and sturdy construction make it ideal for short trips or as a stylish gym companion.",Any,nan
3d882b22-847d-4d7f-9a74-3bd290db95c2,14.99,accessories,bag,Eco-Chic Kraft Paper Tote,"Embrace sustainability with our Eco-Chic Kraft Paper Tote. This minimalist bag combines durability and style, featuring a rustic kraft paper exterior and sturdy canvas handles. Perfect for shopping, beach trips, or as a unique gift bag, it's the eco-friendly accessory you've been waiting for.",Any,nan
6b81a807-d7eb-41b5-8e6e-887455775c38,14.99,accessories,bag,Eco-Friendly Canvas Tote Bag,"This versatile, off-white canvas tote bag is perfect for everyday use. Its durable construction and minimalist design make it ideal for shopping, beach trips, or as a stylish work bag. The spacious interior easily accommodates all your essentials.",Any,nan
7c9d829a-08c6-42fc-a211-02ddaacb2485,89.99,accessories,belt,Chic Contrast Denim Belted Jumpsuit,"Elevate your style with our trendy denim jumpsuit featuring a striking white belt contrast. This versatile piece combines comfort with fashion, boasting a deep teal hue and practical pockets. Perfect for both casual outings and dressed-up occasions.",F,nan
e2c8393e-2109-4a91-966f-f30274d0515d,49.99,accessories,belt,Vintage Embossed Western Belt Buckle,This stunning vintage-inspired belt buckle features intricate embossed detailing in a rich patina finish. The ornate scrollwork and leaf motifs add a touch of classic Western charm to any outfit. Perfect for fashion-forward cowgirls and country music fans alike.,F,True
b31c2063-c802-4ceb-a77a-0cab15cf99ee,49.99,accessories,belt,Dual Buckle Western Chic Belt,"Elevate your outfit with our Dual Buckle Western Chic Belt. This striking accessory features two ornate silver-toned buckles on a rich black leather strap, perfect for cinching a dress or adding flair to jeans. The intricate detailing and double buckle design offer a unique twist on classic Western style.",F,nan
af7da9e1-844a-4c9a-8277-0127feda35b4,34.99,accessories,belt,Sleek Minimalist Leather Belt,"Elevate your outfit with our Sleek Minimalist Leather Belt. This slim, neutral-toned accessory perfectly cinches a flowing mustard dress, adding a touch of refined elegance. Its simple buckle design offers both style and functionality, making it a versatile addition to any wardrobe.",F,True
55b3f4ff-7a92-4ad7-bc1b-59c98c23c6d9,39.99,accessories,belt,Retro Chic Waist Belt,"Elevate your vintage-inspired look with this eye-catching western-style belt. Featuring an ornate silver buckle and tip, this black leather accessory perfectly complements high-waisted jeans and flowy polka dot tops. The belt adds a touch of rustic glamour to any outfit, making it a versatile piece for both casual and dressy occasions.",F,nan
622eb4e4-4bb9-4099-bd1b-3d64b715a92e,89.99,accessories,belt,Edgy Elegance Leather Peplum Belt,"Elevate your outfit with our Edgy Elegance Leather Peplum Belt. This unique accessory combines a classic belt design with a trendy peplum silhouette, featuring sleek zippered pockets for a touch of urban chic. Perfect for cinching in your waist and adding a bold statement to dresses, skirts, or high-waisted pants.",F,nan
93b383f7-44ca-4543-866a-a7a3953ff989,39.99,accessories,belt,Vintage Leather Belt,"This rugged vintage leather belt adds a touch of classic style to any outfit. With its rich brown color and worn-in appearance, it perfectly complements both casual jeans and more formal attire. The sturdy metal buckle ensures a secure fit while adding to its timeless appeal.",F,nan
1f730c26-3e59-41f3-b031-e054a137ee93,29.99,accessories,belt,Sleek Casual Belt,"Elevate your everyday style with our Sleek Casual Belt. This versatile accessory features a classic round buckle and durable leather construction, perfect for pairing with jeans or casual pants. The belt's understated design complements both relaxed and smart-casual outfits effortlessly.",F,nan
8b2a170c-e2e9-4d94-ae1a-994114ac11a5,49.99,accessories,belt,Classic Teal Leather Belt,"Elevate your style with our Classic Teal Leather Belt. This sophisticated accessory features a rich teal color and a sleek silver buckle, perfect for both casual and formal attire. Crafted from high-quality leather, it promises durability and a timeless appeal.",F,nan
025ec8a0-0358-494f-a51a-065f090e84f8,49.99,accessories,belt,Vibrant Leather Wristbands Trio,"Elevate your style with our Vibrant Leather Wristbands Trio. This set features three luxurious leather bands in eye-catching pink, navy blue, and vibrant orange. Each wristband is crafted with premium leather and adorned with a subtle metallic stud for a touch of elegance. Perfect for mixing and matching to complement any outfit.",F,nan
e2babef4-5219-4b68-9fcc-9806ef1dffb1,39.99,accessories,belt,Stylish Cow Print Belt,"Elevate your outfit with this eye-catching cow print belt. Features a sleek white leather base adorned with bold black spots, creating a chic and trendy accessory. The silver-tone buckle adds a touch of sophistication, perfect for cinching white jeans or adding flair to any ensemble.",F,nan
9c05f815-7ecf-4054-9132-7f47455d3a43,49.99,accessories,belt,Rustic Charm Leather Belt,"Elevate your denim style with our Rustic Charm Leather Belt. This handcrafted accessory features rich brown leather with a classic silver buckle, perfect for pairing with your favorite jeans and a breezy white top. The belt's timeless design offers both durability and versatility for everyday wear.",F,True
07441beb-9b1a-4c25-b302-2f11362cff86,24.99,accessories,belt,Nautical Chic D-Ring Belt,"Elevate your summer wardrobe with our Nautical Chic D-Ring Belt. This stylish accessory features a bold black webbing with a sleek silver D-ring closure, perfect for cinching striped shirts or breezy dresses. The versatile design effortlessly bridges casual and smart-casual looks, making it a must-have for fashion-forward individuals.",F,nan
84d2c523-4a9e-4c4a-9104-9d858cc0e30b,24.99,accessories,belt,Floral Bliss Cinch Belt,"Elevate your summer wardrobe with our Floral Bliss Cinch Belt. This delicate accessory features a sleek black band adorned with fresh daisies and pink blossoms, perfectly complementing a romantic floral dress. It's the ideal finishing touch to create a whimsical, feminine silhouette for any outdoor occasion or garden party.",F,nan
7c465a98-18f5-4049-81b8-3db28750ce8f,39.99,accessories,belt,Heart Buckle Statement Belt,"Elevate your denim look with our Heart Buckle Statement Belt. This chic accessory features a bold gold heart-shaped buckle that adds a touch of romance to any outfit. The versatile black leather strap pairs perfectly with jeans, skirts, or dresses for a fashion-forward finish.",F,nan
022b3ccd-1566-4bdd-800f-bf7afb7951b2,34.99,accessories,belt,Chic Snap Belt Pouch,"Elevate your casual style with our sleek Chic Snap Belt Pouch. This versatile black accessory features three smart snap closures and attaches effortlessly to your belt, offering hands-free convenience. Perfect for carrying essentials while maintaining a trendy, minimalist look.",F,nan
